,pressure(bar),vol(l/min),temp(degC),power(W),efficiency(%)
0,160.67349166666665,6.709815,35.62198333333333,2538.929166666667,59.15718333333334
1,159.672675,6.718521666666667,39.80391666666667,2531.4988999999996,59.33561666666665
2,159.13514833333335,6.690308333333332,42.89198333333333,2519.928,59.54315
3,158.65068833333333,6.698573333333334,45.15960000000002,2511.5416333333333,59.794900000000005
4,158.44460833333332,6.6716516666666665,46.83956666666666,2503.4495,59.455266666666674
5,157.955,6.659208333333333,48.026199999999996,2501.0070666666666,59.56333333333332
6,157.76861,6.655926666666667,48.919533333333334,2494.4168999999997,59.789899999999996
7,157.65831166666666,6.669133333333333,49.66363333333332,2489.421533333333,59.59061666666666
8,157.56484,6.649658333333334,50.169133333333335,2484.4190666666664,59.60888333333333
9,157.63029333333333,6.660111666666666,50.59571666666666,2480.4348666666665,59.47373333333333
10,157.47000500000001,6.6382449999999995,50.905166666666666,2478.7949,59.58435
11,157.43817333333334,6.636838333333333,51.19321666666666,2472.2732,59.758183333333335
12,157.343405,6.6347499999999995,51.394616666666664,2467.228833333333,59.73681666666666
13,157.29419499999997,6.634791666666667,51.613266666666654,2465.3071666666665,59.91648333333333
14,157.22484,6.64119,51.76063333333334,2461.7723333333333,60.04731666666666
15,157.21048333333334,6.62911,51.913916666666665,2459.5113666666666,59.8111
16,157.14958166666668,6.641248333333333,52.00331666666668,2458.1660999999995,59.866616666666665
17,157.132165,6.635743333333333,52.09798333333334,2455.588233333333,59.768016666666675
18,157.07453666666666,6.622036666666666,52.304833333333335,2452.2997666666665,60.0963
19,157.01554166666668,6.635855,52.52995,2448.3263333333334,60.018899999999995
20,157.03155500000003,6.621596666666667,52.67783333333333,2444.7216333333336,59.94155000000001
21,157.01391166666667,6.617328333333333,52.833633333333324,2441.7758,60.18719999999999
22,157.02488,6.62801,52.9446,2438.7711999999997,60.08256666666666
23,157.08223666666666,6.64247,53.052416666666666,2437.650633333333,59.9592
24,157.084825,6.632315,53.182833333333335,2437.1267666666668,60.04371666666666
25,156.98528,6.6224099999999995,53.25980000000001,2434.6056,60.350783333333325
26,156.96857333333332,6.623915,53.32393333333333,2432.5054333333333,60.21648333333334
27,157.04223,6.627843333333333,53.41794999999999,2432.6523666666667,60.43134999999999
28,157.1012,6.6368100000000005,53.51584999999999,2428.3547,60.35935
29,157.01460333333333,6.637646666666667,53.58839999999999,2425.8440333333333,60.390466666666676
30,157.05351666666667,6.629313333333334,53.665033333333334,2425.4720666666663,60.14688333333333
31,157.05247666666668,6.6272649999999995,53.65068333333333,2424.2784666666666,60.064699999999995
32,156.96782833333333,6.6250816666666665,53.68593333333333,2424.3659666666663,60.37018333333334
33,156.95976333333334,6.637779999999999,53.778083333333335,2423.3833999999997,60.20711666666667
34,157.01167833333335,6.63636,53.757250000000006,2421.6704,60.33853333333333
35,156.39146166666666,6.6199666666666666,53.80203333333334,2421.0855666666666,60.19851666666667
36,156.552065,6.621493333333333,53.841933333333344,2421.494433333333,60.00498333333333
37,156.20278166666665,6.635338333333334,53.89085000000001,2422.7842333333333,60.19785
38,156.23889333333332,6.635296666666666,53.87505000000001,2424.2356333333337,60.25461666666667
39,156.13814666666667,6.617265000000001,53.92645000000001,2420.9752,60.2739
40,156.14053833333332,6.620123333333333,53.89883333333332,2424.3420666666666,59.95674999999999
41,156.15177,6.607058333333333,53.96511666666666,2421.6365,60.021016666666675
42,156.53164666666666,6.6045766666666665,53.98059999999999,2421.6704333333328,59.99605
43,156.53759,6.605456666666667,54.045550000000006,2420.5835333333334,60.06428333333333
44,156.43133666666668,6.624023333333333,54.04076666666668,2418.8603999999996,60.24908333333334
45,156.45428166666665,6.626918333333335,54.104316666666676,2419.733266666666,60.06354999999999
46,156.47439333333332,6.610015,54.101549999999996,2422.490733333333,60.36428333333333
47,156.37770833333335,6.629535,54.157083333333325,2417.854833333333,60.47613333333333
48,156.412795,6.614218333333333,54.180249999999994,2417.6625666666664,60.34396666666667
49,157.09420166666666,6.605671666666667,54.190266666666666,2417.0092,60.250750000000004
50,157.04036499999998,6.6035916666666665,54.242116666666675,2417.6376333333333,60.23301666666667
51,156.95814833333333,6.608248333333333,54.25909999999999,2415.608233333333,60.22478333333333
52,156.88801333333333,6.611773333333333,54.318983333333335,2416.2641333333327,60.28791666666666
53,156.80032,6.620956666666666,54.196283333333334,2416.1488666666664,60.20833333333334
54,156.8156433333333,6.602341666666666,54.27211666666667,2416.8651666666665,60.38066666666666
55,156.8303966666667,6.608531666666667,54.191833333333335,2415.1581333333334,60.537016666666666
56,156.81811333333334,6.606023333333333,54.18709999999999,2413.1221333333333,60.638116666666676
57,156.85332166666666,6.600233333333334,54.21285000000002,2412.4019666666663,60.29440000000001
58,173.28539,6.61627,54.181599999999996,2411.0018666666665,60.66925
59,173.10834,6.611631666666667,54.19726666666668,2412.4341999999997,60.63083333333334
60,173.04918333333333,6.612341666666667,54.24479999999999,2411.9811666666665,60.53003333333333
61,172.831235,6.607646666666667,54.30125,2411.348233333333,60.36666666666666
62,172.74827,6.612993333333333,54.37931666666667,2411.7633666666666,60.53911666666668
63,172.65575666666666,6.6097850000000005,54.399250000000016,2409.764733333333,60.45483333333333
64,172.83616833333335,6.611641666666666,54.436749999999996,2409.6333999999997,60.51806666666666
65,173.16045499999998,6.607325,54.42568333333333,2409.8077,60.595600000000005
